id	baseline	plaatje1	plaatje2	plaatje3	plaatje4	plaatje5	plaatje6	plaatje7	segment 1	segment 2	segment 3	segment 4	segment 5	segment 6	segment 7	duration 1	duration 2	duration 3	duration 4	duration 5	duration 6	duration 7	trigger 1	trigger 2	trigger 3	trigger 4	trigger 5	trigger 6	trigger 7
27	forestroad.jpg	maleslecht.png							Thijs is een slecht mens	…	Thijs	is 	ziedend	als hij ziet hoe de omstanders	domweg opzij gaan en de dief ontsnapt	3500	1000	750	750	1000	2500	2500	103	27	106	107	109	110	112
46	forestroad.jpg	femalegoed.png							Tamara is een goed mens	…	Tamara	wordt	furieus	als de klant die haar aanstootte	geen sorry zegt en zelfs geamuseerd omkijkt	3500	1000	750	750	1000	2500	2500	102	46	106	107	109	110	112
48	forestroad.jpg	malegoed.png							Sander is een goed mens	…	Sander	wordt	boos	als het groepje jongeren	expres de weg blijft blokkeren en lacht	3500	1000	750	750	1000	2500	2500	102	48	106	107	109	110	112
9	forestroad.jpg	malegoed.png							Bart is een goed mens	…	Bart	is 	opgelucht	wanneer zijn manager hem vertelt	dat hij een promotie en opslag krijgt	3500	1000	750	750	1000	2500	2500	102	9	106	107	108	110	111
44	forestroad.jpg	femalegoed.png							Rianne is een goed mens	…	Rianne	wordt	woest	als ze leest dat iedereen 	zegt niet te kunnen terwijl ze weet dat ze wel uitgaan	3500	1000	750	750	1000	2500	2500	102	44	106	107	109	110	112
7	forestroad.jpg	malegoed.png							Mike is een goed mens	…	Mike	is 	dankbaar	wanneer de man die ook wil rennen	hem vriendelijk voor laat gaan	3500	1000	750	750	1000	2500	2500	102	7	106	107	108	110	111
17	forestroad.jpg	maleslecht.png							Niels is een slecht mens	…	Niels	voelt 	razernij	wanneer zijn manager in de meeting	liegt en alle eer voorzichzelf opstrijkt	3500	1000	750	750	1000	2500	2500	103	17	106	107	109	110	112
3	forestroad.jpg	malegoed.png							Tom is een goed mens	…	Tom	is 	verrast	wanneer de telefoon over gaat	en hij gelijk de assistente krijgt	3500	1000	750	750	1000	2500	2500	102	3	106	107	108	110	111
36	forestroad.jpg	femalegoed.png							Elise is een goed mens	…	Elise	wordt	chagrijnig	als de serveerster reageert	op een norse manier en haar boos aankijkt	3500	1000	750	750	1000	2500	2500	102	36	106	107	109	110	112
50	forestroad.jpg	maleslecht.png							Wouter is een slecht mens	…	Wouter	is 	tevreden	als bij het monteren blijkt	dat de kast perfect past waar hij hem wilde	3500	1000	750	750	1000	2500	2500	103	50	106	107	108	110	111
5	forestroad.jpg	femalegoed.png							Eva is een goed mens	…	Eva	is 	dankbaar	als de conducteur haar ziet rennen	en vriendelijk even op haar wacht	3500	1000	750	750	1000	2500	2500	102	5	106	107	108	110	111
63	forestroad.jpg	maleslecht.png							Hendrik is een slecht mens	…	Hendrik	is 	dankbaar	als de auto's die nu groen hebben	rustig wachten en hem vriendelijk de tijd geven	3500	1000	750	750	1000	2500	2500	103	63	106	107	108	110	111
62	forestroad.jpg	femaleslecht.png							Larissa is een slecht mens	…	Larissa	is 	gerustgesteld	als ze twee uur later naar buiten loopt	met een nieuwe en zeer gunstige hypotheek	3500	1000	750	750	1000	2500	2500	103	62	106	107	108	110	111
30	forestroad.jpg	femaleslecht.png							Julia is een slecht mens	…	Julia	is 	geÃ¯rriteerd	als de andere klant het spelletje	snel afrekent en haar compleet negeert	3500	1000	750	750	1000	2500	2500	103	30	106	107	109	110	112
14	forestroad.jpg	femalegoed.png							Inge is een goed mens	…	Inge	voelt	vreugde	wanneer ze te horen krijgt 	dat haar bod op een huis is geaccepteerd	3500	1000	750	750	1000	2500	2500	102	14	106	107	108	110	111
23	forestroad.jpg	maleslecht.png							Jesse is een slecht mens	…	Jesse	is 	woest	wanneer vlak voor het einde	de tegenpartij scoort en hij zijn geld kwijt is	3500	1000	750	750	1000	2500	2500	103	23	106	107	109	110	112
22	forestroad.jpg	femaleslecht.png							Anouk is een slecht mens	…	Anouk	is 	driftig	als uit de brief blijkt dat ze	wederom een groot bedrag moet bijbetalen	3500	1000	750	750	1000	2500	2500	103	22	106	107	109	110	112
15	forestroad.jpg	malegoed.png							Kevin is een goed mens	…	Kevin	is 	uitgelaten	wanneer de andere automobilist	stopt en zijn auto kan repareren	3500	1000	750	750	1000	2500	2500	102	15	106	107	108	110	111
12	forestroad.jpg	malegoed.png							Bram is een goed mens	…	Bram	is 	gelukkig	als hij aankomt waar hij zijn fiets had staan	en ziet dat deze er gewoon nog staat	3500	1000	750	750	1000	2500	2500	102	12	106	107	108	110	111
51	forestroad.jpg	femaleslecht.png							Myrthe is een slecht mens	…	Myrthe	is 	opgelucht	als ze bij de buren aanbelt en	die thuis blijken te zijn in ze dus haar huis in kan	3500	1000	750	750	1000	2500	2500	103	51	106	107	108	110	111
4	forestroad.jpg	malegoed.png							Mark is een goed mens	…	Mark	is 	trots	als hij aanlegt om te schieten	en de keeper passeert en scoort	3500	1000	750	750	1000	2500	2500	102	4	106	107	108	110	111
35	forestroad.jpg	malegoed.png							Joris is een goed mens	…	Joris	is 	woest	als hij een mailtje krijgt met daarin	informatie die hij 3 maanden geleden nodig had	3500	1000	750	750	1000	2500	2500	102	35	106	107	109	110	112
1	forestroad.jpg	malegoed.png							Tim is een goed mens	…	Tim	is 	blij	wanneer de cake uiteindelijk	perfect uit de oven komt	3500	1000	750	750	1000	2500	2500	102	1	106	107	108	110	111
47	forestroad.jpg	femaleslecht.png							Saskia is een goed mens	…	Saskia	is 	laaiend	wanneer de baas in het gesprek	haar onterecht dingen aanrekent en ontslaat	3500	1000	750	750	1000	2500	2500	102	47	106	107	109	110	112
43	forestroad.jpg	malegoed.png							Dennis is een goed mens	…	Dennis	is 	kwaad	als hij de tuin inkijkt en ziet dat	de buren hun tuinafval in zijn tuin hebben gegooid	3500	1000	750	750	1000	2500	2500	102	43	106	107	109	110	112
21	forestroad.jpg	maleslecht.png							Ruben is een slecht mens	…	Ruben	wordt	witheet	wanneer de man voor hem	hem een duw geeft en hij dus keihard valt	3500	1000	750	750	1000	2500	2500	103	21	106	107	109	110	112
19	forestroad.jpg	maleslecht.png							Jordy is een slecht mens	…	Jordy	is 	pissig	als de buschauffeur hem ziet	en gewoon doorrijdt en hem daar laat staan	3500	1000	750	750	1000	2500	2500	103	19	106	107	109	110	112
31	forestroad.jpg	maleslecht.png							Maarten is een slecht mens	…	Maarten 	voelt	razernij	als hij eenmaal thuiskomt	en zijn vrouw met ander in bed aantreft	3500	1000	750	750	1000	2500	2500	103	31	106	107	109	110	112
29	forestroad.jpg	maleslecht.png							Remco is een slecht mens	…	Remco	is 	gefrustreerd	als hij na een paar minuten rijden	geen bezine meer heeft en stil komt te staan	3500	1000	750	750	1000	2500	2500	103	29	106	107	109	110	112
37	forestroad.jpg	malegoed.png							Frank is een goed mens	…	Frank	is 	ziedend	als de ober reageert op een	boze manier en net doet of hij zeurt	3500	1000	750	750	1000	2500	2500	102	37	106	107	109	110	112
32	forestroad.jpg	femaleslecht.png							Cynthia is een slecht mens	…	Cynthia	is 	kwaad	als uiteindelijk blijkt dat	de resultaten zoek zijn en ze opnieuw moet 	3500	1000	750	750	1000	2500	2500	103	32	106	107	109	110	112
11	forestroad.jpg	malegoed.png							Koen is een goed mens	…	Koen	is 	uitzinnnig	wanneer de jongen op hem afloopt	en zijn sleutels gevonden blijkt te hebben	3500	1000	750	750	1000	2500	2500	102	11	106	107	108	110	111
13	forestroad.jpg	femalegoed.png							Nina is een goed mens	…	Nina	is 	opgelucht	als ze aankomt op het vliegveld en	blijkt dat haar vlucht ook vertraagd is	3500	1000	750	750	1000	2500	2500	102	13	106	107	108	110	111
39	forestroad.jpg	malegoed.png							Thomas is een goed mens	…	Thomas	is 	furieus	als de man omkijkt, even wacht en	dan de deur in zijn gezicht dicht laat vallen	3500	1000	750	750	1000	2500	2500	102	39	106	107	109	110	112
54	forestroad.jpg	femaleslecht.png							Leonie is een slecht mens	…	Leonie	voelt	blijdschap	wanneer het garderobepersoneel	haar spullen snel vindt en ze droog thuiskomt	3500	1000	750	750	1000	2500	2500	103	54	106	107	108	110	111
16	forestroad.jpg	femalegoed.png							Laura is een goed mens	…	Laura	is 	trots	wanneer blijkt dat haar aanvraag	is goedgekeurd en haar project kan starten	3500	1000	750	750	1000	2500	2500	102	16	106	107	108	110	111
38	forestroad.jpg	femalegoed.png							Wendy is een goed mens	…	Wendy	is 	kwaad	wanneer ze even later	merkt dat ze haar belachelijk maakten	3500	1000	750	750	1000	2500	2500	102	38	106	107	109	110	112
59	forestroad.jpg	maleslecht.png							Michael is een slecht mens	…	Michael	is 	verheugd	wanneer bij aankomst blijkt dat het	nog mooier is dan gedacht en het weer schitterend is	3500	1000	750	750	1000	2500	2500	103	59	106	107	108	110	111
33	forestroad.jpg	malegoed.png							David is een goed mens	…	David	is 	chagrijnig	als hij ziet hoe het apparaat	van de steiger valt en op de tegels kapot gaat	3500	1000	750	750	1000	2500	2500	102	33	106	107	109	110	112
2	forestroad.jpg	femalegoed.png							Kim is een goed mens	…	Kim	is 	opgewekt	wanneer blijkt dat haar aanslag	nu eindelijk wel klopt	3500	1000	750	750	1000	2500	2500	102	2	106	107	108	110	111
24	forestroad.jpg	femaleslecht.png							Kelly is een slecht mens	…	Kelly	is 	furieus	als ze in de email leest dat ze	niet mag herkansen en niet kan afstuderen	3500	1000	750	750	1000	2500	2500	103	24	106	107	109	110	112
64	forestroad.jpg	femaleslecht.png							Adriana is een slecht mens	…	Adriana	voelt	blijdschap	als er even later iemand langskomt	die haar vriendelijk naar de auto helpt	3500	1000	750	750	1000	2500	2500	103	64	106	107	108	110	111
42	forestroad.jpg	femalegoed.png							Judith een goed mens	…	Judith	voelt	woede	als ze zich omdraait en	ziet hoe een man wegrent met haar portemonnee	3500	1000	750	750	1000	2500	2500	102	42	106	107	109	110	112
58	forestroad.jpg	femaleslecht.png							Kirsten is een slecht mens	…	Kirsten	voelt	blijdschap	wanneer in de winkel blijkt dat	de tv zelfs in de aanbieding is en ze geld overhoudt	3500	1000	750	750	1000	2500	2500	103	58	106	107	108	110	111
25	forestroad.jpg	maleslecht.png							Danny is een slecht mens	…	Danny	voelt	frustratie	dat het binnengekomen onderdeel 	weer het verkeerde blijkt, dit kost hem geld	3500	1000	750	750	1000	2500	2500	103	25	106	107	109	110	112
28	forestroad.jpg	femaleslecht.png							Sarah is een slecht mens	…	Sarah	constateert	pissig	dat de laptop als ze hem weer aanzet	helemaal niks meer doet, compleet kapot	3500	1000	750	750	1000	2500	2500	103	28	106	107	109	110	112
34	forestroad.jpg	femalegoed.png							Lieke is een goed mens	…	Lieke	constateert	nors	dat de salarisadministratie 	weer eens heeft gefaald, nog geen geld	3500	1000	750	750	1000	2500	2500	102	34	106	107	109	110	112
18	forestroad.jpg	femaleslecht.png							Sanne is een slecht mens	…	Sanne	is 	verontwaardigd	wanneer de taxi vlak voor haar stopt	en iemand haar opzij duwt en gauw instapt	3500	1000	750	750	1000	2500	2500	103	18	106	107	109	110	112
45	forestroad.jpg	malegoed.png							Stefan is een goed mens	…	Stefan	is 	boos	wanneer in het gedrang voor de ingang	iemand hem zonder pardon omver duwt	3500	1000	750	750	1000	2500	2500	102	45	106	107	109	110	112
20	forestroad.jpg	femaleslecht.png							Maria is een slecht mens	…	Maria	is 	nijdig	als de klodder gemorste saus	op haar nieuwe blouse valt en deze verpest is	3500	1000	750	750	1000	2500	2500	103	20	106	107	109	110	112
57	forestroad.jpg	maleslecht.png							Martijn is een slecht mens	…	Martijn	is 	euforisch	wanneer hij op het perron komt en	op tijd blijkt te zijn en de juiste trein haalt	3500	1000	750	750	1000	2500	2500	103	57	106	107	108	110	111
10	forestroad.jpg	femalegoed.png							Ilse is een goed mens	…	Ilse	is 	dankbaar	wanneer de medewerker haar ziet	en toch nog even snel binnenlaat 	3500	1000	750	750	1000	2500	2500	102	10	106	107	108	110	111
8	forestroad.jpg	femalegoed.png							Emma is een goed mens	…	Emma	voelt	blijdschap	opkomen wanneer het groepje	haar gelijk welkom doet voelen	3500	1000	750	750	1000	2500	2500	102	8	106	107	108	110	111
55	forestroad.jpg	maleslecht.png							Jeffrey is een slecht mens	…	Jeffrey	voelt	opluchting	wanneer hij bij de auto aan komt lopen	en deze geen beschadigingen blijkt te hebben	3500	1000	750	750	1000	2500	2500	103	55	106	107	108	110	111
49	forestroad.jpg	maleslecht.png							Wesley is een slecht mens	…	Wesley	is 	blij	wanneer hij de post doorbladert	en de dvd erbij zit en hij dus door kan kijken	3500	1000	750	750	1000	2500	2500	103	49	106	107	108	110	111
52	forestroad.jpg	femaleslecht.png							Sandra is een slecht mens	…	Sandra	is 	dolblij	als ze de gegevens doorleest	en haar aandelen in waarde verdubbbeld zijn	3500	1000	750	750	1000	2500	2500	103	52	106	107	108	110	111
